Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
05/12/2025,18:03:54,LOC99,PONTO,PNT47,T,0.0,-0.31,-0.31,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC100,PONTO,PNT48,T,0.0,0.23,0.23,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC101,PONTO,PNT49,T,0.0,-0.51,-0.51,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC102,PONTO,PNT51,T,0.0,-0.88,-0.88,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC103,PONTO,PNT52,T,0.0,-0.44,-0.44,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC104,PONTO,PNT53,T,0.0,-1.03,-1.03,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC105,PONTO,PNT54,T,0.0,-0.49,-0.49,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC106,PONTO,PNT55,T,0.0,-0.94,-0.94,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC107,PONTO,PNT56,T,0.0,-0.63,-0.63,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC108,PONTO,PNT57,T,0.0,-1.31,-1.31,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC109,PONTO,PNT58,T,0.0,0.24,0.24,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC110,PONTO,PNT59,T,0.0,-0.09,-0.09,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC111,PONTO,PNT60,T,0.0,-0.17,-0.17,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC112,PONTO,PNT9 BORDA,T,0.0,0.65,0.65,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC113,PONTO,PNT8 BORDA,T,0.0,0.55,0.55,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC114,PONTO,PNT7 BORDA,T,0.0,-0.37,-0.37,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC115,PONTO,PNT6 BORDA,T,0.0,-0.17,-0.17,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC116,PONTO,PNT5 BORDA,T,0.0,0.0,0.0,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC117,PONTO,PNT4 BORDA,T,0.0,0.13,0.13,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC118,PONTO,PNT3 BORDA,T,0.0,-0.04,-0.04,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC119,PONTO,PNT21 BORDA,T,0.0,0.02,0.02,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC120,PONTO,PNT20 BORDA,T,0.0,-0.37,-0.37,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC121,PONTO,PNT2 BORDA,T,0.0,0.02,0.02,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC122,PONTO,PNT19 BORDA,T,0.0,-0.16,-0.16,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC123,PONTO,PNT18 BORDA,T,0.0,-0.19,-0.19,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC124,PONTO,PNT17 BORDA,T,0.0,-1.62,-1.62,0.5,-0.5,C2025.3094.csv
